category;InvoiceDate;Quantity;UnitPrice
Manual Adjustment;23/05/2011 10:40;-413;0.0
Manual Adjustment;23/05/2011 10:42;-664;0.0
Manual Adjustment;23/05/2011 14:17;-48;0.0
Manual Adjustment;24/05/2011 12:16;-97;0.0
Manual Adjustment;25/05/2011 09:57;1300;0.0
Manual Adjustment;25/05/2011 09:58;-1300;0.0
Manual Adjustment;25/05/2011 09:59;-1300;0.0
Manual Adjustment;27/05/2011 09:24;-212;0.0
Manual Adjustment;02/06/2011 11:11;-317;0.0
Manual Adjustment;02/06/2011 11:12;-192;0.0
Manual Adjustment;03/06/2011 15:39;-1;0.0
Manual Adjustment;03/06/2011 15:48;-16;0.0
Manual Adjustment;03/06/2011 16:03;-57;0.0
Manual Adjustment;08/06/2011 12:56;-140;0.0
Manual Adjustment;09/06/2011 10:12;-108;0.0
Manual Adjustment;09/06/2011 10:13;-15;0.0
Manual Adjustment;09/06/2011 15:04;4000;0.0
Manual Adjustment;09/06/2011 15:15;-304;0.0
Manual Adjustment;09/06/2011 15:20;-272;0.0
Manual Adjustment;09/06/2011 16:06;-1206;0.0
Manual Adjustment;09/06/2011 18:02;-18;0.0
Manual Adjustment;09/06/2011 18:03;-6;0.0
Manual Adjustment;09/06/2011 18:04;-95;0.0
Manual Adjustment;10/06/2011 10:17;-161;0.0
Manual Adjustment;10/06/2011 10:18;-50;0.0
Manual Adjustment;10/06/2011 10:38;-30;0.0
Manual Adjustment;10/06/2011 10:39;-30;0.0
Manual Adjustment;10/06/2011 10:43;-390;0.0
Manual Adjustment;10/06/2011 10:44;-72;0.0
Manual Adjustment;10/06/2011 10:45;-12;0.0
Manual Adjustment;10/06/2011 10:46;-42;0.0
Manual Adjustment;10/06/2011 10:47;-192;0.0
Manual Adjustment;10/06/2011 10:48;-72;0.0
Manual Adjustment;10/06/2011 10:49;-618;0.0
Manual Adjustment;10/06/2011 10:50;-66;0.0
Manual Adjustment;10/06/2011 10:51;-204;0.0
Manual Adjustment;14/06/2011 10:36;-9058;0.0
Manual Adjustment;14/06/2011 10:37;-19200;0.0
Manual Adjustment;15/06/2011 16:34;240;0.0
Manual Adjustment;16/06/2011 09:04;10;0.0
Manual Adjustment;16/06/2011 09:40;-9;0.0
Manual Adjustment;16/06/2011 13:52;-220;0.0
Manual Adjustment;16/06/2011 13:53;-271;0.0
Manual Adjustment;16/06/2011 15:58;-1440;0.0
Manual Adjustment;20/06/2011 11:12;-4;0.0
Manual Adjustment;20/06/2011 11:51;-324;0.0
Manual Adjustment;21/06/2011 11:33;-2880;0.0
Manual Adjustment;21/06/2011 11:34;-1440;0.0
Manual Adjustment;21/06/2011 11:35;-1440;0.0
Manual Adjustment;22/06/2011 15:49;-5;0.0
Manual Adjustment;27/06/2011 16:28;8;0.0
Manual Adjustment;28/06/2011 10:17;-220;0.0
Manual Adjustment;28/06/2011 10:59;-118;0.0
Manual Adjustment;28/06/2011 14:01;52;0.0
Manual Adjustment;28/06/2011 15:40;3;0.0
Manual Adjustment;28/06/2011 16:34;-1681;0.0
Manual Adjustment;29/06/2011 13:59;-95;0.0
Manual Adjustment;29/06/2011 16:04;-6;0.0
Manual Adjustment;01/07/2011 14:28;-7;0.0
Manual Adjustment;01/07/2011 14:31;37;0.0
Manual Adjustment;01/07/2011 14:51;-1;0.0
Manual Adjustment;07/07/2011 12:35;574;0.0
Manual Adjustment;07/07/2011 13:51;-50;0.0
Manual Adjustment;07/07/2011 15:57;72;0.0
Manual Adjustment;08/07/2011 10:37;-300;0.0
Manual Adjustment;08/07/2011 10:40;-39;0.0
Manual Adjustment;11/07/2011 12:57;-124;0.0
Manual Adjustment;14/07/2011 10:21;-251;0.0
Manual Adjustment;14/07/2011 14:27;-3100;0.0
Manual Adjustment;14/07/2011 14:28;3100;0.0
Manual Adjustment;15/07/2011 15:12;30;0.0
Manual Adjustment;18/07/2011 08:32;24;0.0
Manual Adjustment;18/07/2011 11:00;63;0.0
Manual Adjustment;18/07/2011 11:07;6;0.0
Manual Adjustment;18/07/2011 11:46;26;0.0
Manual Adjustment;19/07/2011 13:44;160;0.0
Manual Adjustment;20/07/2011 13:28;-3;0.0
Manual Adjustment;25/07/2011 11:23;-32;0.0
Manual Adjustment;26/07/2011 11:51;-4;0.0
Manual Adjustment;26/07/2011 11:52;-26;0.0
Manual Adjustment;26/07/2011 11:53;-7;0.0
Manual Adjustment;26/07/2011 12:24;1;0.0
Manual Adjustment;26/07/2011 13:50;-227;0.0
Manual Adjustment;28/07/2011 16:40;-108;0.0
Manual Adjustment;28/07/2011 16:55;142;0.0
Manual Adjustment;28/07/2011 17:09;11;0.0
Manual Adjustment;01/08/2011 11:44;1;0.0
Manual Adjustment;01/08/2011 12:10;-52;0.0
Manual Adjustment;01/08/2011 12:49;-1060;0.0
Manual Adjustment;03/08/2011 12:08;-94;0.0
Manual Adjustment;04/08/2011 10:27;-342;0.0
Manual Adjustment;04/08/2011 13:12;-59;0.0
Manual Adjustment;04/08/2011 15:36;-40;0.0
Manual Adjustment;04/08/2011 15:37;-90;0.0
Manual Adjustment;05/08/2011 15:46;-110;0.0
Manual Adjustment;11/08/2011 11:42;240;0.0
Manual Adjustment;11/08/2011 12:24;380;0.0
Manual Adjustment;16/08/2011 14:34;-24;0.0
Manual Adjustment;24/08/2011 10:20;20;0.0
Manual Adjustment;25/08/2011 14:57;47;0.0
Manual Adjustment;26/08/2011 13:38;44;0.0
Manual Adjustment;26/08/2011 14:19;576;0.0
Manual Adjustment;31/08/2011 12:40;-109;0.0
Manual Adjustment;02/09/2011 11:43;101;0.0
Manual Adjustment;02/09/2011 12:04;-967;0.0
Manual Adjustment;02/09/2011 12:06;-203;0.0
Manual Adjustment;02/09/2011 12:16;-156;0.0
Manual Adjustment;02/09/2011 12:20;-695;0.0
Manual Adjustment;02/09/2011 12:22;-432;0.0
Manual Adjustment;02/09/2011 12:26;-1897;0.0
Manual Adjustment;02/09/2011 15:04;-46;0.0
Manual Adjustment;02/09/2011 15:46;-434;0.0
Manual Adjustment;08/09/2011 10:46;-8;0.0
Manual Adjustment;08/09/2011 15:53;1;0.0
Manual Adjustment;09/09/2011 10:57;-484;0.0
Manual Adjustment;12/09/2011 12:03;37;0.0
Manual Adjustment;12/09/2011 12:13;4;0.0
Manual Adjustment;12/09/2011 16:07;-140;0.0
Manual Adjustment;13/09/2011 09:01;2;0.0
Manual Adjustment;13/09/2011 09:03;1;0.0
Manual Adjustment;13/09/2011 13:10;-22;0.0
Manual Adjustment;13/09/2011 13:14;22;0.0
Manual Adjustment;14/09/2011 12:04;-635;0.0
Manual Adjustment;16/09/2011 10:15;1;0.0
Manual Adjustment;16/09/2011 10:16;1;0.0
Manual Adjustment;16/09/2011 13:39;-29;0.0
Manual Adjustment;16/09/2011 13:49;-2;0.0
Manual Adjustment;16/09/2011 14:01;-48;0.0
Manual Adjustment;16/09/2011 14:05;24;0.0
Manual Adjustment;16/09/2011 14:13;192;0.0
Manual Adjustment;16/09/2011 14:14;-384;0.0
Manual Adjustment;16/09/2011 14:17;50;0.0
Manual Adjustment;16/09/2011 14:39;600;0.0
Manual Adjustment;16/09/2011 15:02;-14;0.0
Manual Adjustment;16/09/2011 15:29;-53;0.0
Manual Adjustment;16/09/2011 15:58;3;0.0
Manual Adjustment;19/09/2011 10:28;110;0.0
Manual Adjustment;21/09/2011 13:21;-752;0.0
Manual Adjustment;21/09/2011 17:26;-250;0.0
Manual Adjustment;22/09/2011 17:20;-1;0.0
Manual Adjustment;22/09/2011 17:21;5;0.0
Manual Adjustment;22/09/2011 17:24;-9;0.0
Manual Adjustment;22/09/2011 17:26;-2;0.0
Manual Adjustment;22/09/2011 17:27;1;0.0
Manual Adjustment;22/09/2011 17:28;-3;0.0
Manual Adjustment;22/09/2011 17:38;-11;0.0
Manual Adjustment;22/09/2011 17:49;-30;0.0
Manual Adjustment;25/09/2011 12:22;1;0.0
Manual Adjustment;26/09/2011 12:46;-121;0.0
Manual Adjustment;27/09/2011 09:46;1;0.0
Manual Adjustment;27/09/2011 10:30;-35;0.0
Manual Adjustment;27/09/2011 11:31;-131;0.0
Manual Adjustment;27/09/2011 18:41;460;0.0
Manual Adjustment;28/09/2011 16:27;-21;0.0
Manual Adjustment;29/09/2011 15:01;89;0.0
Manual Adjustment;29/09/2011 15:13;120;0.0
Manual Adjustment;30/09/2011 12:09;-231;0.0
Manual Adjustment;30/09/2011 13:49;-5;0.0
Manual Adjustment;03/10/2011 11:15;-14;0.0
Manual Adjustment;03/10/2011 13:57;-15;0.0
Manual Adjustment;03/10/2011 14:19;-458;0.0
Manual Adjustment;04/10/2011 11:39;192;0.0
Manual Adjustment;04/10/2011 11:40;-1440;0.0
Manual Adjustment;04/10/2011 11:41;-1440;0.0
Manual Adjustment;04/10/2011 11:42;-2880;0.0
Manual Adjustment;05/10/2011 12:59;22;0.0
Manual Adjustment;06/10/2011 08:17;2;0.0
Manual Adjustment;06/10/2011 12:38;0;0.0
Manual Adjustment;06/10/2011 14:26;-430;0.0
Manual Adjustment;06/10/2011 14:27;-30;0.0
Manual Adjustment;06/10/2011 15:06;-32;0.0
Manual Adjustment;06/10/2011 15:07;-45;0.0
Manual Adjustment;06/10/2011 15:08;-28;0.0
Manual Adjustment;06/10/2011 15:12;-380;0.0
Manual Adjustment;06/10/2011 15:13;-5;0.0
Manual Adjustment;06/10/2011 15:14;-18;0.0
Manual Adjustment;06/10/2011 15:16;-12;0.0
Manual Adjustment;06/10/2011 15:24;-60;0.0
Manual Adjustment;07/10/2011 12:27;-74;0.0
Manual Adjustment;07/10/2011 12:29;-84;0.0
Manual Adjustment;07/10/2011 14:56;-192;0.0
Manual Adjustment;07/10/2011 15:32;-125;0.0
Manual Adjustment;10/10/2011 12:00;-25;0.0
Manual Adjustment;10/10/2011 12:45;-61;0.0
Manual Adjustment;10/10/2011 14:31;-40;0.0
Manual Adjustment;11/10/2011 11:47;-94;0.0
Manual Adjustment;11/10/2011 11:48;-38;0.0
Manual Adjustment;11/10/2011 12:00;-365;0.0
Manual Adjustment;11/10/2011 16:44;-110;0.0
Manual Adjustment;12/10/2011 10:14;-45;0.0
Manual Adjustment;12/10/2011 10:15;-90;0.0
Manual Adjustment;12/10/2011 12:52;24;0.0
Manual Adjustment;12/10/2011 15:25;44;0.0
Manual Adjustment;12/10/2011 16:41;-40;0.0
Manual Adjustment;12/10/2011 16:42;-4;0.0
Manual Adjustment;13/10/2011 12:18;-270;0.0
Manual Adjustment;13/10/2011 12:50;1;0.0
Manual Adjustment;13/10/2011 17:36;-65;0.0
Manual Adjustment;13/10/2011 17:46;-49;0.0
Manual Adjustment;14/10/2011 09:36;-306;0.0
Manual Adjustment;14/10/2011 09:53;-50;0.0
Manual Adjustment;14/10/2011 10:03;54;0.0
Manual Adjustment;14/10/2011 10:05;-37;0.0
Manual Adjustment;14/10/2011 10:13;-51;0.0
Manual Adjustment;14/10/2011 17:07;-2;0.0
Manual Adjustment;17/10/2011 14:02;-2;0.0
Manual Adjustment;17/10/2011 14:03;-80;0.0
Manual Adjustment;18/10/2011 11:27;100;0.0
Manual Adjustment;18/10/2011 14:22;-40;0.0
Manual Adjustment;18/10/2011 14:23;-46;0.0
Manual Adjustment;18/10/2011 15:15;4;0.0
Manual Adjustment;19/10/2011 15:34;-32;0.0
Manual Adjustment;24/10/2011 10:53;100;0.0
Manual Adjustment;24/10/2011 13:30;-160;0.0
Manual Adjustment;24/10/2011 13:39;6;0.0
Manual Adjustment;24/10/2011 13:44;-100;0.0
Manual Adjustment;24/10/2011 14:27;1;0.0
Manual Adjustment;24/10/2011 14:45;-71;0.0
Manual Adjustment;24/10/2011 15:35;-46;0.0
Manual Adjustment;24/10/2011 17:01;0;0.0
Manual Adjustment;24/10/2011 17:44;-29;0.0
Manual Adjustment;25/10/2011 11:38;5;0.0
Manual Adjustment;25/10/2011 11:39;-5;0.0
Manual Adjustment;25/10/2011 14:00;-20;0.0
Manual Adjustment;25/10/2011 14:01;-60;0.0
Manual Adjustment;25/10/2011 14:03;-30;0.0
Manual Adjustment;25/10/2011 14:05;-30;0.0
Manual Adjustment;25/10/2011 14:13;-50;0.0
Manual Adjustment;25/10/2011 14:14;-111;0.0
Manual Adjustment;25/10/2011 14:15;-15;0.0
Manual Adjustment;25/10/2011 14:16;-82;0.0
Manual Adjustment;25/10/2011 14:20;-78;0.0
Manual Adjustment;25/10/2011 14:24;6;0.0
Manual Adjustment;25/10/2011 14:25;1;0.0
Manual Adjustment;25/10/2011 14:31;-840;0.0
Manual Adjustment;25/10/2011 14:33;-184;0.0
Manual Adjustment;25/10/2011 15:13;12;0.0
Manual Adjustment;25/10/2011 15:14;61;0.0
Manual Adjustment;25/10/2011 15:44;16;0.0
Manual Adjustment;25/10/2011 15:45;1;0.0
Manual Adjustment;25/10/2011 16:50;-103;0.0
Manual Adjustment;25/10/2011 16:52;-335;0.0
Manual Adjustment;26/10/2011 14:14;0;0.0
Manual Adjustment;26/10/2011 14:36;5;0.0
Manual Adjustment;26/10/2011 16:49;-17;0.0
Manual Adjustment;26/10/2011 16:52;117;0.0
Manual Adjustment;27/10/2011 11:22;-34;0.0
Manual Adjustment;27/10/2011 15:06;10;0.0
Manual Adjustment;27/10/2011 15:36;1000;0.0
Manual Adjustment;27/10/2011 15:37;-1000;0.0
Manual Adjustment;27/10/2011 16:19;-1;0.0
Manual Adjustment;28/10/2011 09:56;1;0.0
Manual Adjustment;28/10/2011 09:59;71;0.0
Manual Adjustment;28/10/2011 12:18;-46;0.0
Manual Adjustment;28/10/2011 12:19;-36;0.0
Manual Adjustment;28/10/2011 12:20;-77;0.0
Manual Adjustment;28/10/2011 15:14;10;0.0
Manual Adjustment;31/10/2011 10:56;-70;0.0
Manual Adjustment;31/10/2011 11:20;-54;0.0
Manual Adjustment;31/10/2011 11:46;-19;0.0
Manual Adjustment;31/10/2011 11:48;-36;0.0
Manual Adjustment;31/10/2011 11:55;-59;0.0
Manual Adjustment;31/10/2011 11:56;-54;0.0
Manual Adjustment;31/10/2011 11:57;-118;0.0
Manual Adjustment;31/10/2011 11:58;184;0.0
Manual Adjustment;31/10/2011 12:00;-160;0.0
Manual Adjustment;31/10/2011 12:01;-164;0.0
Manual Adjustment;31/10/2011 12:03;-80;0.0
Manual Adjustment;31/10/2011 12:09;-22;0.0
Manual Adjustment;31/10/2011 13:21;-70;0.0
Manual Adjustment;31/10/2011 15:15;-2328;0.0
Manual Adjustment;31/10/2011 15:16;-5779;0.0
Manual Adjustment;31/10/2011 15:17;-5504;0.0
Manual Adjustment;31/10/2011 15:18;-2033;0.0
Manual Adjustment;31/10/2011 16:07;48;0.0
Manual Adjustment;31/10/2011 17:02;-28;0.0
Manual Adjustment;31/10/2011 17:04;-126;0.0
Manual Adjustment;31/10/2011 17:18;-67;0.0
Manual Adjustment;31/10/2011 17:19;-26;0.0
Manual Adjustment;01/11/2011 09:33;10;0.0
Manual Adjustment;01/11/2011 09:34;-90;0.0
Manual Adjustment;01/11/2011 11:31;-3;0.0
Manual Adjustment;01/11/2011 11:32;-10;0.0
Manual Adjustment;01/11/2011 13:21;48;0.0
Manual Adjustment;01/11/2011 13:22;108;0.0
Manual Adjustment;01/11/2011 13:23;48;0.0
Manual Adjustment;01/11/2011 13:24;32;0.0
Manual Adjustment;01/11/2011 13:25;20;0.0
Manual Adjustment;01/11/2011 13:26;40;0.0
Manual Adjustment;01/11/2011 17:39;-23;0.0
Manual Adjustment;01/11/2011 18:00;14;0.0
Manual Adjustment;02/11/2011 09:52;65;0.0
Manual Adjustment;02/11/2011 11:02;36;0.0
Manual Adjustment;02/11/2011 11:03;4;0.0
Manual Adjustment;02/11/2011 11:05;26;0.0
Manual Adjustment;02/11/2011 11:08;3;0.0
Manual Adjustment;02/11/2011 11:09;4;0.0
Manual Adjustment;02/11/2011 11:13;19;0.0
Manual Adjustment;02/11/2011 11:14;4;0.0
Manual Adjustment;02/11/2011 11:18;1;0.0
Manual Adjustment;02/11/2011 11:19;36;0.0
Manual Adjustment;03/11/2011 09:46;-80;0.0
Manual Adjustment;03/11/2011 10:55;-111;0.0
Manual Adjustment;03/11/2011 11:26;216;0.0
Manual Adjustment;03/11/2011 11:45;-130;0.0
Manual Adjustment;03/11/2011 11:46;-42;0.0
Manual Adjustment;03/11/2011 11:47;12;0.0
Manual Adjustment;03/11/2011 11:48;-39;0.0
Manual Adjustment;03/11/2011 12:00;-40;0.0
Manual Adjustment;03/11/2011 13:24;1;0.0
Manual Adjustment;04/11/2011 11:35;27;0.0
Manual Adjustment;04/11/2011 11:55;12;0.0
Manual Adjustment;04/11/2011 17:09;-320;0.0
Manual Adjustment;04/11/2011 17:14;-203;0.0
Manual Adjustment;04/11/2011 17:44;-35;0.0
Manual Adjustment;04/11/2011 17:45;-62;0.0
Manual Adjustment;04/11/2011 17:46;-166;0.0
Manual Adjustment;07/11/2011 10:08;-54;0.0
Manual Adjustment;07/11/2011 10:37;-1560;0.0
Manual Adjustment;07/11/2011 10:38;-1284;0.0
Manual Adjustment;07/11/2011 13:22;2;0.0
Manual Adjustment;07/11/2011 15:30;-81;0.0
Manual Adjustment;07/11/2011 16:34;2;0.0
Manual Adjustment;08/11/2011 12:12;-15;0.0
Manual Adjustment;08/11/2011 18:07;84;0.0
Manual Adjustment;09/11/2011 12:15;-39;0.0
Manual Adjustment;10/11/2011 10:53;22;0.0
Manual Adjustment;10/11/2011 11:49;44;0.0
Manual Adjustment;10/11/2011 12:47;-6;0.0
Manual Adjustment;10/11/2011 12:48;-10;0.0
Manual Adjustment;10/11/2011 12:51;-130;0.0
Manual Adjustment;10/11/2011 12:53;-90;0.0
Manual Adjustment;10/11/2011 13:20;-3;0.0
Manual Adjustment;10/11/2011 17:00;-63;0.0
Manual Adjustment;10/11/2011 17:55;-64;0.0
Manual Adjustment;10/11/2011 17:58;-36;0.0
Manual Adjustment;10/11/2011 18:00;-21;0.0
Manual Adjustment;10/11/2011 18:02;-42;0.0
Manual Adjustment;10/11/2011 18:08;24;0.0
Manual Adjustment;10/11/2011 18:09;-8;0.0
Manual Adjustment;10/11/2011 18:19;-256;0.0
Manual Adjustment;10/11/2011 18:20;-256;0.0
Manual Adjustment;11/11/2011 10:21;1;0.0
Manual Adjustment;11/11/2011 15:52;-10;0.0
Manual Adjustment;11/11/2011 16:02;-220;0.0
Manual Adjustment;11/11/2011 16:20;-7;0.0
Manual Adjustment;14/11/2011 10:33;180;0.0
Manual Adjustment;14/11/2011 11:25;-130;0.0
Manual Adjustment;14/11/2011 13:50;-74;0.0
Manual Adjustment;14/11/2011 18:30;-50;0.0
Manual Adjustment;14/11/2011 18:31;-65;0.0
Manual Adjustment;14/11/2011 18:33;-864;0.0
Manual Adjustment;14/11/2011 18:35;-288;0.0
Manual Adjustment;15/11/2011 11:18;-57;0.0
Manual Adjustment;15/11/2011 11:20;-133;0.0
Manual Adjustment;15/11/2011 11:21;-8;0.0
Manual Adjustment;15/11/2011 11:23;-23;0.0
Manual Adjustment;15/11/2011 11:24;236;0.0
Manual Adjustment;15/11/2011 11:27;-26;0.0
Manual Adjustment;16/11/2011 08:55;10;0.0
Manual Adjustment;16/11/2011 10:00;6;0.0
